3022339;2016-07-14T23:23:00;2016-07-14T23:29:00;3051;3063;6123;Flex Pass;"{'longitude': '-118.25352', 'latitude': '34.0454216', 'needs_recoding': False}";"{'longitude': '-118.25283', 'latitude': '34.0491982', 'needs_recoding': False}"
3080741;2016-07-15T08:31:00;2016-07-15T08:36:00;3035;3007;6065;Monthly Pass;"{'longitude': '-118.26095', 'latitude': '34.0484009', 'needs_recoding': False}";"{'longitude': '-118.25459', 'latitude': '34.0504799', 'needs_recoding': False}"
3106156;2016-07-15T10:54:00;2016-07-15T11:24:00;3060;3060;5833;Monthly Pass;"{'longitude': '-118.25769', 'latitude': '34.0348816', 'needs_recoding': False}";"{'longitude': '-118.25769', 'latitude': '34.0348816', 'needs_recoding': False}"
3114678;2016-07-15T12:31:00;2016-07-15T12:35:00;3023;3016;5770;Monthly Pass;"{'longitude': '-118.24097', 'latitude': '34.0509109', 'needs_recoding': False}";"{'longitude': '-118.24156', 'latitude': '34.0528984', 'needs_recoding': False}"
3131994;2016-07-15T14:17:00;2016-07-15T14:23:00;3014;3021;6486;Monthly Pass;"{'longitude': '-118.23721', 'latitude': '34.0566101', 'needs_recoding': False}";"{'longitude': '-118.23703', 'latitude': '34.0456085', 'needs_recoding': False}"
3158257;2016-07-15T16:49:00;2016-07-15T17:09:00;3055;3079;6320;Monthly Pass;"{'longitude': '-118.25158', 'latitude': '34.0441589', 'needs_recoding': False}";"{'longitude': '-118.23324', 'latitude': '34.0501404', 'needs_recoding': False}"
3167042;2016-07-15T18:34:00;2016-07-15T18:38:00;3058;3036;6486;Monthly Pass;"{'longitude': '-118.23317', 'latitude': '34.0358009', 'needs_recoding': False}";"{'longitude': '-118.23253', 'latitude': '34.0391884', 'needs_recoding': False}"
3184801;2016-07-15T20:44:00;2016-07-15T20:48:00;3014;3016;6134;Monthly Pass;"{'longitude': '-118.23721', 'latitude': '34.0566101', 'needs_recoding': False}";"{'longitude': '-118.24156', 'latitude': '34.0528984', 'needs_recoding': False}"
3248837;2016-07-16T05:32:00;2016-07-16T05:49:00;3018;3026;6130;Monthly Pass;"{'longitude': '-118.26014', 'latitude': '34.0437317', 'needs_recoding': False}";"{'longitude': '-118.24588', 'latitude': '34.063179', 'needs_recoding': False}"
3286192;2016-07-16T11:44:00;2016-07-16T11:52:00;3047;3008;6469;Monthly Pass;"{'longitude': '-118.2664', 'latitude': '34.0399818', 'needs_recoding': False}";"{'longitude': '-118.26273', 'latitude': '34.0466118', 'needs_recoding': False}"
